time,Close,Volume
1624569300.0,34809.19,117.55519569
1624570200.0,34688.87,97.16028949
1624571100.0,34771.82,157.64067504
1624572000.0,34656.93,184.54747687
1624572900.0,34617.79,244.95864116
1624573800.0,34693.04,96.54622226
1624574700.0,34760.0,90.48130693
1624575600.0,34763.62,80.21102823
1624576500.0,34724.56,82.54311548
1624577400.0,34547.57,124.55264211
1624578300.0,34654.58,113.92093813
1624579200.0,34836.0,164.51006328
1624580100.0,34943.39,258.51974642
1624581000.0,34818.22,96.56131118
1624581900.0,34585.55,115.5895262
1624582800.0,34301.84,214.00078154
1624583700.0,34419.87,85.48105348
1624584600.0,34617.4,107.23768175
1624585500.0,34818.42,96.59705031
1624586400.0,35416.84,610.68547274
1624587300.0,35221.15,343.93660105
1624588200.0,35260.38,289.74982096
1624589100.0,35166.44,171.84362352
1624590000.0,35032.6,120.6409196
1624590900.0,34893.08,120.97492535
1624591800.0,34941.01,163.62738603
1624592700.0,35073.58,107.25830235
1624593600.0,34979.27,114.62837066
1624594500.0,34781.25,94.86915086
1624595400.0,34713.91,103.82155332
1624596300.0,34774.0,129.31773268
1624597200.0,34617.02,119.81582761
1624598100.0,34507.69,131.06138144
1624599000.0,34431.38,89.59533949
1624599900.0,34474.33,72.32382995
1624600800.0,34448.86,162.52280333
1624601700.0,34350.56,278.47059785
1624602600.0,34351.58,122.42407874
1624603500.0,34422.18,63.55678266
1624604400.0,34258.73,196.69983096
1624605300.0,34041.77,284.78868847
1624606200.0,34031.18,383.45575842
1624607100.0,34300.58,362.03943131
1624608000.0,34027.43,113.27428885
1624608900.0,34122.02,57.48597705
1624609800.0,34147.35,30.01431135
1624610700.0,34281.47,79.9168546
1624611600.0,34409.87,62.00423368
1624612500.0,34291.62,52.4091677
1624613400.0,33986.47,63.75539846
1624614300.0,33745.46,195.71996725
1624615200.0,33842.01,171.23951598
1624616100.0,33675.0,166.68654026
1624617000.0,33597.11,226.69819
1624617900.0,33756.14,120.85409611
1624618800.0,33590.01,230.17824221
1624619700.0,33441.98,228.0499793
1624620600.0,33460.13,424.55780568
1624621500.0,33313.52,522.44418259
1624622400.0,33442.95,328.87579423
1624623300.0,33396.17,194.10241973
1624624200.0,33124.17,309.62254927
1624625100.0,33089.83,299.73148988
1624626000.0,32815.59,275.6054154
1624626900.0,32884.55,364.37301798
1624627800.0,32951.67,362.40567163
1624628700.0,32986.92,471.0626969
1624629600.0,33436.01,574.50454083
1624630500.0,33271.09,457.56670863
1624631400.0,32677.64,574.26821451
1624632300.0,32783.84,528.28864124
1624633200.0,32571.03,744.13968191
1624634100.0,32721.53,554.74522154
1624635000.0,32904.84,437.68313622
1624635900.0,32591.25,249.20198193
1624636800.0,32685.6,284.62879052
1624637700.0,31976.95,879.3109155
1624638600.0,32000.01,745.3817646
1624639500.0,31931.59,448.21725355
1624640400.0,32098.51,434.04061176
1624641300.0,31969.12,402.87998655
1624642200.0,31520.0,580.27529128
1624643100.0,31692.31,310.10006536
1624644000.0,32008.83,641.24630695
1624644900.0,32138.74,346.08726007
1624645800.0,32205.18,486.78072352
1624646700.0,32082.68,328.99030431
1624647600.0,32122.21,369.94519119
1624648500.0,32482.45,451.7670077
1624649400.0,32266.06,254.11396517
1624650300.0,32236.66,403.24605621
1624651200.0,32038.77,356.74183711
1624652100.0,32297.19,159.07195749
1624653000.0,32248.15,217.08447057
1624653900.0,32207.17,142.66518402
1624654800.0,31675.46,315.20651925
1624655700.0,31825.53,261.3590009
1624656600.0,32037.74,260.96436558
1624657500.0,31805.54,234.85057646
1624658400.0,31860.79,156.66340836
1624659300.0,31858.19,131.72301333
1624660200.0,31598.71,201.60374309
1624661100.0,31411.09,471.42982546
1624662000.0,31590.43,244.05484262
1624662900.0,31514.39,226.00697745
1624663800.0,31861.25,346.79354539
1624664700.0,31594.63,163.89055205
1624665600.0,31631.37,328.79236876
1624666500.0,31869.03,151.62165558
1624667400.0,31945.32,190.88051538
1624668300.0,32011.52,144.61157503
1624669200.0,31820.21,128.38319964
1624670100.0,31771.94,94.94834913
1624671000.0,31649.99,126.60664252
1624671900.0,31969.14,209.92271802
1624672800.0,31999.15,90.51000055
1624673700.0,31787.31,108.79760056
1624674600.0,31912.67,100.7307497
1624675500.0,31954.03,182.53378224
1624676400.0,32067.16,158.68487546
1624677300.0,32028.19,145.87793325
1624678200.0,32134.95,102.70340538
1624679100.0,31983.39,54.97749964
1624680000.0,31947.11,50.33019926
1624680900.0,31992.13,78.87510401
1624681800.0,32141.24,54.49907386
1624682700.0,32358.21,89.2926959
1624683600.0,32445.41,207.96012973
1624684500.0,32330.74,75.65071321
1624685400.0,32174.04,72.05526415
1624686300.0,32224.3,45.53173448
1624687200.0,32321.82,58.92401255
1624688100.0,32311.35,35.30281097
1624689000.0,31815.85,105.48750681
1624689900.0,31738.56,121.24845973
1624690800.0,31323.41,280.24560737
1624691700.0,31241.45,269.23209424
1624692600.0,30879.61,550.72780784
1624693500.0,30728.43,287.90410034
1624694400.0,30283.34,592.05088845
1624695300.0,30377.14,276.49410623
1624696200.0,30376.85,300.48738951
1624697100.0,30437.26,155.01438029
1624698000.0,30333.08,165.22274182
1624698900.0,30585.9,122.33826355
1624699800.0,30836.58,443.25693382
1624700700.0,31045.62,143.18836685
1624701600.0,31043.55,180.48870968
1624702500.0,31098.31,186.1893557
1624703400.0,30860.62,260.58077602
1624704300.0,31103.94,209.83741782
1624705200.0,31543.35,221.28602747
1624706100.0,31453.36,121.54169501
1624707000.0,31605.55,101.54227712
1624707900.0,31791.5,150.31642828
1624708800.0,31622.53,93.87334035
1624709700.0,31847.27,160.88623866
1624710600.0,31745.82,125.88490767
1624711500.0,31300.96,187.19149558
1624712400.0,31459.77,139.9730651
1624713300.0,31457.36,242.71382485
1624714200.0,31013.11,238.9181717
1624715100.0,30818.76,322.93270044
1624716000.0,30606.34,290.39697595
1624716900.0,30861.27,245.46943311
1624717800.0,31032.7,303.29264281
1624718700.0,31266.33,252.89183969
1624719600.0,31212.68,224.68734427
1624720500.0,31123.1,216.20934073
1624721400.0,31295.06,213.68806902
1624722300.0,31523.75,431.0091854
1624723200.0,31066.15,293.99451028
1624724100.0,31051.58,402.9852032
1624725000.0,30988.32,196.60627186
1624725900.0,31248.0,217.25081006
1624726800.0,31323.85,283.59452895
1624727700.0,31181.57,305.51317612
1624728600.0,31205.59,184.0753995
1624729500.0,31674.17,330.39625246
1624730400.0,31827.14,306.44051983
1624731300.0,31659.1,170.13607779
1624732200.0,31594.0,206.63753441
1624733100.0,31585.04,115.22597251
1624734000.0,31691.0,92.87691991
1624734900.0,31541.51,92.28926226
1624735800.0,31602.27,75.34030493
1624736700.0,31576.44,173.98130844
1624737600.0,31252.63,214.8457466
1624738500.0,31254.2,205.51025998
1624739400.0,31324.81,127.15010279
1624740300.0,31301.25,94.36633927
1624741200.0,31022.07,223.53789194
1624742100.0,31020.55,162.48808005
1624743000.0,31180.0,136.87438051
1624743900.0,31411.28,225.18388751
1624744800.0,31597.58,144.89016965
1624745700.0,31523.24,85.27236767
1624746600.0,31741.67,162.60300477
1624747500.0,31778.43,194.27043644
1624748400.0,31882.7,238.10241321
1624749300.0,31744.46,190.86939271
1624750200.0,31848.01,136.18301189
1624751100.0,32275.19,286.19097368
1624752000.0,32417.15,271.91695948
1624752900.0,32521.5,458.09385003
1624753800.0,32336.45,364.10019556
1624754700.0,32374.0,157.74668356
1624755600.0,32486.53,100.72456101
1624756500.0,32837.51,342.12638677
1624757400.0,32956.12,327.47385067
1624758300.0,32878.74,178.53071472
1624759200.0,32720.95,149.25135406
1624760100.0,33085.85,296.41149298
1624761000.0,32971.12,150.44131718
1624761900.0,33105.68,174.65704208
1624762800.0,33028.49,150.80616652
1624763700.0,32792.43,143.28136428
1624764600.0,33032.67,86.47036688
1624765500.0,33158.02,117.51610659
1624766400.0,33024.94,144.20624679
1624767300.0,32949.62,90.21898482
1624768200.0,33037.92,72.38795575
1624769100.0,33163.58,92.10447909
1624770000.0,33117.94,133.12031304
1624770900.0,33277.46,56.70944668
1624771800.0,32939.09,127.99509702
1624772700.0,32940.38,127.22026297
1624773600.0,33133.01,103.08206875
1624774500.0,33026.07,140.25443726
