time,Close,Volume
1624568400.0,0.669509,35357.5935
1624569300.0,0.666355,18250.03503
1624570200.0,0.664235,19464.54558
1624571100.0,0.664834,22033.80895
1624572000.0,0.663006,22299.84142
1624572900.0,0.662501,24772.72414
1624573800.0,0.661609,48934.69423
1624574700.0,0.663126,61953.15018
1624575600.0,0.657779,45550.44721
1624576500.0,0.666074,32426.48213
1624577400.0,0.659308,21510.32246
1624578300.0,0.662054,42786.19239
1624579200.0,0.668648,62306.99412
1624580100.0,0.669936,19861.84787
1624581000.0,0.668395,35741.92375
1624581900.0,0.65671,31949.74
1624582800.0,0.650948,43044.7751
1624583700.0,0.650426,75938.96645
1624584600.0,0.657558,31572.39131
1624585500.0,0.662882,19065.87713
1624586400.0,0.666838,54918.54939
1624587300.0,0.672681,70282.72812
1624588200.0,0.67195,32803.58795
1624589100.0,0.669321,28806.06268
1624590000.0,0.66694,46311.64186
1624590900.0,0.666396,58309.90229
1624591800.0,0.667041,105474.33294
1624592700.0,0.675125,114825.08112
1624593600.0,0.675905,58582.33139
1624594500.0,0.673304,63166.89936
1624595400.0,0.669992,29103.89679
1624596300.0,0.673914,31538.9953
1624597200.0,0.671692,50478.0457
1624598100.0,0.669466,24609.21238
1624599000.0,0.672858,78555.26766
1624599900.0,0.676393,74364.45714
1624600800.0,0.676844,34307.5537
1624601700.0,0.676195,55826.89441
1624602600.0,0.680356,90580.54081
1624603500.0,0.680653,73007.4022
1624604400.0,0.672052,81715.22052
1624605300.0,0.662588,65600.06693
1624606200.0,0.656561,42985.74683
1624607100.0,0.658839,26757.31716
1624608000.0,0.648586,47601.38458
1624608900.0,0.649137,64093.45267
1624609800.0,0.647141,67294.73624
1624610700.0,0.649505,65487.49481
1624611600.0,0.651214,47946.32771
1624612500.0,0.646614,41366.09681
1624613400.0,0.638383,136100.35034
1624614300.0,0.630606,59777.67546
1624615200.0,0.63515,41556.0631
1624616100.0,0.626626,48050.82771
1624617000.0,0.627196,54843.28861
1624617900.0,0.632846,27761.67849
1624618800.0,0.624071,54379.56188
1624619700.0,0.619535,49751.93756
1624620600.0,0.630133,40471.49798
1624621500.0,0.622476,59799.58193
1624622400.0,0.629716,34416.32348
1624623300.0,0.625484,55931.99676
1624624200.0,0.61909,47288.75602
1624625100.0,0.621137,51828.17798
1624626000.0,0.616804,48051.10062
1624626900.0,0.622681,45477.1832
1624627800.0,0.627429,50879.60413
1624628700.0,0.625354,89406.78715
1624629600.0,0.63685,247062.89749
1624630500.0,0.633888,39971.79179
1624631400.0,0.620176,37266.74801
1624632300.0,0.618552,96680.20599
1624633200.0,0.612098,27418.66982
1624634100.0,0.613503,83843.58944
1624635000.0,0.618973,33891.64978
1624635900.0,0.614982,83146.77044
1624636800.0,0.615692,39315.37199
1624637700.0,0.602152,105663.72659
1624638600.0,0.607945,89912.73524
1624639500.0,0.605775,96630.77629
1624640400.0,0.611057,69583.16915
1624641300.0,0.608237,108078.86207
1624642200.0,0.595358,167764.77845
1624643100.0,0.598069,78620.11772
1624644000.0,0.611837,82665.26912
1624644900.0,0.613723,30471.71283
1624645800.0,0.613363,33005.58384
1624646700.0,0.612148,27024.8293
1624647600.0,0.614802,30267.18906
1624648500.0,0.634439,162866.03044
1624649400.0,0.623139,27493.75746
1624650300.0,0.623523,120626.44069
